"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","InvoiceId","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice"
"AllocatedMethodId-7172","AllocatedResourceId-3527","AllocatedResourceName-3658","{}",100.09754496,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Virtual Machines Virtual Machine in West Europe","2024-09-19T17:00:00Z","2024-09-19T16:00:00Z","Spend","cd-454803","commit-4803",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,131.70729599999999,1.6592,100.09754496,"Microsoft","Microsoft",147.988134,1.8643,"Committed","USD",79.38,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-931/providers/Microsoft.Compute/virtualMachines/vm-9832",NULL,"Virtual Machine","Compute","Virtual Machines","Microsoft","QJVFJWTZIFT9YVI7","Virtual Machines Hours",NULL,"F16XBXTLNV5MOIJE.SG687CVI","sub-4d3e","Sandbox","BillingProfile",NULL,NULL,"uksouth-1","Usage-Based","INV-202409-88282","Virtual Machines",1.6592,100.09754496,1.8643
"AllocatedMethodId-1461","AllocatedResourceId-6221","AllocatedResourceName-2623","{}",1193.082408,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in West Europe","2024-09-19T17:00:00Z","2024-09-19T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,359.8000000000,"Hours",NULL,1325.64712,3.6844,1193.082408,"Microsoft","Microsoft",1744.2744200000002,4.8479,"Other","USD",359.80,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-966/providers/Microsoft.Compute/virtualMachines/vm-34",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","23SY670KMIQD4X9G","Azure Load Balancer Hours",NULL,"7HSFKR26J1FO2WB0.DZ6XPYFX","sub-4d3e","Sandbox","BillingProfile","{""business_unit"": ""LisbonOps""}",NULL,NULL,"Usage-Based","INV-202409-39430","Application Networking",3.6844,1193.082408,4.8479
"AllocatedMethodId-6447","AllocatedResourceId-3185","AllocatedResourceName-1726","{}",640.77663744,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Belgium","2024-09-13T06:00:00Z","2024-09-13T05:00:00Z","Spend","cd-326130","commit-6130",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,667.475664,1.7592,640.77663744,"Google","Google",889.9675520000001,2.3456,"Standard","USD",379.42,"GiB","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-28",NULL,"Bucket","Storage","Cloud Storage","Google","P03EH58B6PJS1AWP","Cloud Storage GiB",NULL,"0LF7XE78669BY4CY.XQBWEWPG","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"europe-west1-b","Usage-Based","INV-202409-86271","Object Storage",1.7592,640.77663744,2.3456
"AllocatedMethodId-8325","AllocatedResourceId-1693","AllocatedResourceName-6776","{}",1131.31304286,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Functions Function in Singapore","2024-09-30T06:00:00Z","2024-09-30T05:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,315.8700000000,"Invocations",NULL,1243.201146,3.9358,1131.31304286,"Google","Google",1281.642525,4.0575,"Dynamic","USD",315.87,"Invocations","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-8436",NULL,"Function","Compute","Cloud Functions","Google","84QCMSWDVRHX1Z2Y","Cloud Functions Invocations",NULL,"VL55X7RF1F1L8SUG.FUST21K2","proj-helios-prod","helios-prod","BillingAccount","{""environment"": ""prod""}",NULL,"europe-west1-b","Usage-Based","INV-202409-56077","Serverless Compute",3.9358,1131.31304286,4.0575
"AllocatedMethodId-5757","AllocatedResourceId-5914","AllocatedResourceName-3580","{}",904.2104750000001,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Autonomous Database Database in Australia East (Sydney)","2024-09-04T05:00:00Z","2024-09-04T04:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,904.2104750000001,3.5245,0,"Oracle","Oracle",961.934225,3.7495,"Standard","USD",256.55,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0079a52cce9c",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","CJ2XX2EI7XZURPHB","Oracle Autonomous Database Hours",NULL,"L57Y9HQQ2NS5MHIE.2L2FUWE9","ocid1.compartment.oc1..prod","production","Tenancy","{""application"": ""BrightLensMatrix"", ""environment"": ""dev""}",NULL,NULL,"Recurring","INV-202409-81063","Relational Databases",3.5245,0,3.7495
"AllocatedMethodId-3526","AllocatedResourceId-3804","AllocatedResourceName-6531","{}",28.4871606,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in West Europe","2024-09-09T14:00:00Z","2024-09-09T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.1500000000,"Hours",NULL,30.964305,2.3547,28.4871606,"Microsoft","Microsoft",36.42813,2.7702,"Dynamic","USD",13.15,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-786/providers/Microsoft.Compute/virtualMachines/vm-5410",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","700EIUE237WI9LI1","Azure SQL Database Hours",NULL,"6DH7JTKKUOW7SFQM.9RIT8F6K","sub-9a1f","Production","BillingProfile","{""application"": ""AtlasPortal""}",NULL,"uksouth-1","Usage-Based","INV-202409-87569","Relational Databases",2.3547,28.4871606,2.7702
"AllocatedMethodId-9171","AllocatedResourceId-6055","AllocatedResourceName-9148","{}",137.95586455,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US East (N. Virginia)","2024-09-28T09:00:00Z","2024-09-28T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226.15715500000002,2.1455,137.95586455,"AWS","AWS",301.546387,2.8607,"Other","USD",105.41,"Hours","AWS","AWS","us-east-1","US East (N. Virginia)",NULL,NULL,NULL,"Compute","Amazon Elastic Compute Cloud","AWS","EDK2043NVJUUWZIX","Amazon Elastic Compute Cloud Hours",NULL,"69GUP3HR2PJGDSY0.PKUUMK56","517389287820","Atlas Nimbus","BillingAccount","{""business_unit"": ""LisbonOps"", ""team"": ""growth"", ""environment"": ""qa""}",NULL,NULL,"One-Time","INV-202409-71186","Virtual Machines",2.1455,137.95586455,2.8607
"AllocatedMethodId-6218","AllocatedResourceId-3662","AllocatedResourceName-7438","{}",24.46286832,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Asia Pacific (Sydney)","2024-09-20T13:00:00Z","2024-09-20T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.3400000000,"Hours",NULL,26.024327999999997,1.0692,24.46286832,"AWS","AWS",34.243946,1.4069,"Standard","USD",24.34,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-007502b4dfff",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","ZXCZD9MX9SEY629R","Amazon Elastic Compute Cloud Hours",NULL,"HIGZXV9XJM6Z6CCC.IV473J6I","663626350770","Zenith Apollo","BillingAccount","{""application"": ""NimbusAPI""}",NULL,"eu-west-1c","Usage-Based","INV-202409-52987","Virtual Machines",1.0692,24.46286832,1.4069
"AllocatedMethodId-5735","AllocatedResourceId-4396","AllocatedResourceName-9011","{}",314.19424904,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Functions Function in Singapore","2024-09-25T01:00:00Z","2024-09-25T00:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,184.1900000000,"Invocations",NULL,378.54728800000004,2.0552,314.19424904,"Google","Google",620.554529,3.3691,"Standard","USD",184.19,"Invocations","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-3954",NULL,"Function","Compute","Cloud Functions","Google","YJPCHMB2U0J0N064","Cloud Functions Invocations",NULL,"DI7N9U47YUL38V8W.Q4MPR9TO","proj-helios-dev","helios-dev","BillingAccount","{""owner"": ""k.johnson"", ""application"": ""BrightSourceCore"", ""team"": ""platform""}",NULL,NULL,"Usage-Based","INV-202409-49008","Serverless Compute",2.0552,314.19424904,3.3691
"AllocatedMethodId-5888","AllocatedResourceId-2758","AllocatedResourceName-6489","{}",610.9050255,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Singapore","2024-09-13T07:00:00Z","2024-09-13T06:00:00Z","Spend","cd-943700","commit-3700",NULL,"Used","Savings Plan",NULL,189.8500000000,"GiB",NULL,623.372475,3.2835,610.9050255,"Google","Google",930.41688,4.9008,"Committed","USD",189.85,"GiB","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-8174",NULL,"Dataset","Analytics","BigQuery","Google","RIGPPD7OODG0V4GI","BigQuery GiB",NULL,"A9K044MSUSDFO8CL.0LCZ5LSC","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""AtlasPortal"", ""business_unit"": ""LisbonOps"", ""team"": ""payments""}",NULL,"asia-southeast1-c","Usage-Based","INV-202409-11214","Data Warehouses",3.2835,610.9050255,4.9008
"AllocatedMethodId-7121","AllocatedResourceId-7813","AllocatedResourceName-9998","{}",398.08657365,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Northern Virginia","2024-09-22T13:00:00Z","2024-09-22T12:00:00Z","Usage","cd-453487","commit-3487",NULL,"Used","Committed Use Discount",NULL,165.3500000000,"GiB",NULL,447.288285,2.7051,398.08657365,"Google","Google",604.4534600000001,3.6556,"Standard","USD",165.35,"GiB","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-9729",NULL,"Dataset","Analytics","BigQuery","Google","16UFZGLI4UPAQYP2","BigQuery GiB",NULL,"RVTAQXPDH3TKZ6TH.SXOOI4J3","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,NULL,"Usage-Based","INV-202409-89395","Data Warehouses",2.7051,398.08657365,3.6556
"AllocatedMethodId-9835","AllocatedResourceId-3178","AllocatedResourceName-6697","{}",596.7805119999999,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-11T14:00:00Z","2024-09-11T13:00:00Z","Spend","cd-969032","commit-9032",NULL,"Used","Committed Use Discount",NULL,NULL,NULL,NULL,596.7805119999999,2.2712,0,"Oracle","Oracle",693.922884,2.6409,"Standard","USD",262.76,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00c56638cfeb",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","N5F62D3I603D93TB","Oracle Load Balancer Hours",NULL,"ZQANEC1WE8DE4CS0.LI0XY2YY","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,NULL,"Recurring","INV-202409-20518","Application Networking",2.2712,0,2.6409
"AllocatedMethodId-7999","AllocatedResourceId-9120","AllocatedResourceName-1768","{}",1333.51624629,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Amazon Simple Storage Service Bucket in Asia Pacific (Sydney)","2024-09-06T11:00:00Z","2024-09-06T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1498.3328609999999,3.9629,1333.51624629,"AWS","AWS",1849.8053249999998,4.8925,"Standard","USD",378.09,"GB","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)",NULL,NULL,NULL,"Storage","Amazon Simple Storage Service","AWS","WJRMHC0BPNEGC2DP","Amazon Simple Storage Service GB",NULL,"CZ2O8NDI6SOUUPTJ.7O0TRD9L","663626350770","Zenith Apollo","BillingAccount","{""environment"": ""qa""}",NULL,NULL,"One-Time","INV-202409-92050","Object Storage",3.9629,1333.51624629,4.8925
"AllocatedMethodId-9401","AllocatedResourceId-9147","AllocatedResourceName-8635","{}",540.63958624,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Northern Virginia","2024-09-30T18:00:00Z","2024-09-30T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,188.2400000000,"Hours",NULL,575.148496,3.0554,540.63958624,"Google","Google",710.060104,3.7721,"Standard","USD",188.24,"Hours","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-9304",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","PQNVF2XF8MDRYCEM","Cloud Load Balancing Hours",NULL,"9N4NVTANMH4PNZP9.USY38WTQ","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""NimbusAPI"", ""cost_center"": ""CC-2042""}",NULL,NULL,"Usage-Based","INV-202409-57139","Application Networking",3.0554,540.63958624,3.7721
"AllocatedMethodId-9777","AllocatedResourceId-5697","AllocatedResourceName-1280","{}",204.76456,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in Asia Pacific (Sydney)","2024-09-09T17:00:00Z","2024-09-09T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,281.2700000000,"Requests",NULL,292.5208,1.0400,204.76456,"AWS","AWS",311.197128,1.1064,"Standard","USD",281.27,"Requests","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00a3c84920c3",NULL,"Function","Compute","AWS Lambda","AWS","VQ553KWKI85L8D7C","AWS Lambda Requests",NULL,"EDA0IOEJAN63XD45.BA890AB7","438839167390","Zenith Eclipse","BillingAccount","{""business_unit"": ""MarseilleSRE"", ""environment"": ""staging""}",NULL,"us-west-2b","Usage-Based","INV-202409-46010","Serverless Compute",1.0400,204.76456,1.1064
"AllocatedMethodId-2284","AllocatedResourceId-9204","AllocatedResourceName-6666","{}",725.73879796,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-23T09:00:00Z","2024-09-23T08:00:00Z","Usage","cd-491172","commit-1172",NULL,"Used","Savings Plan",NULL,263.2300000000,"GB",NULL,954.919471,3.6277,725.73879796,"Oracle","Oracle",1072.9518030000002,4.0761,"Committed","USD",263.23,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00be242b2821",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","CFZYY94DAKF51VG7","Oracle Object Storage GB",NULL,"CON4RCER8CLUBNJZ.ETKPY8VY","ocid1.compartment.oc1..prod","production","Tenancy","{""business_unit"": ""ViennaAI""}",NULL,NULL,"Usage-Based","INV-202409-28343","Object Storage",3.6277,725.73879796,4.0761
"AllocatedMethodId-4977","AllocatedResourceId-9537","AllocatedResourceName-3778","{}",398.60964901,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Asia Pacific (Sydney)","2024-09-04T06:00:00Z","2024-09-04T05:00:00Z","Usage","cd-386604","commit-6604",NULL,"Used","Savings Plan",NULL,477.4300000000,"Hours",NULL,653.458441,1.3687,398.60964901,"AWS","AWS",947.030148,1.9836,"Committed","USD",477.43,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00e39414e558",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","PEFRJYJYUXGFAT2X","Amazon Elastic Compute Cloud Hours",NULL,"RGIFL129960GBFW9.FUYAS0YF","517389287820","Atlas Nimbus","BillingAccount","{""team"": ""infra"", ""environment"": ""prod""}",NULL,NULL,"Usage-Based","INV-202409-83339","Virtual Machines",1.3687,398.60964901,1.9836
"AllocatedMethodId-2211","AllocatedResourceId-8357","AllocatedResourceName-8851","{}",92.39013693,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-13T21:00:00Z","2024-09-13T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.6100000000,"GB",NULL,101.52762299999999,1.2143,92.39013693,"Oracle","Oracle",115.37343899999999,1.3799,"Standard","USD",83.61,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.0078e73bd248",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","V2V1ITUM4ULZUS5P","Oracle Object Storage GB",NULL,"UYRZXHM8L9B3N2SE.05ITPQJ1","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""a.turing"", ""team"": ""platform"", ""environment"": ""dev""}",NULL,"uk-london-1-AD-2","Usage-Based","INV-202409-59412","Object Storage",1.2143,92.39013693,1.3799
"AllocatedMethodId-3858","AllocatedResourceId-3623","AllocatedResourceName-6422","{}",1050.38981118,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-24T05:00:00Z","2024-09-24T04:00:00Z","Usage","cd-360289","commit-0289",NULL,"Used","Reserved Instance",NULL,350.8200000000,"Hours",NULL,1082.876094,3.0867,1050.38981118,"Oracle","Oracle",1424.8554299999998,4.0615,"Standard","USD",350.82,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00d6cb329584",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","79O2XZ36JWB4GS0F","Oracle Load Balancer Hours",NULL,"HJWTV3N74W4G22UE.TCHBVGKP","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""a.turing"", ""team"": ""platform"", ""business_unit"": ""ViennaAI""}",NULL,"us-ashburn-1-AD-1","Usage-Based","INV-202409-77632","Application Networking",3.0867,1050.38981118,4.0615
"AllocatedMethodId-1878","AllocatedResourceId-6882","AllocatedResourceName-1157","{}",16.10326496,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-27T21:00:00Z","2024-09-27T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,216.0700000000,"Invocations",NULL,23.681272,0.1096,16.10326496,"Oracle","Oracle",31.567827,0.1461,"Other","USD",216.07,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.0034bd98ee46",NULL,"Function","Compute","Oracle Functions","Oracle","Q57UYZHWW3LTFIUH","Oracle Functions Invocations",NULL,"PTHLXJ6Y0IY1L58L.9K5SILU2","ocid1.compartment.oc1..dev","development","Tenancy","{""environment"": ""prod"", ""owner"": ""a.lovelace"", ""business_unit"": ""MarseilleSRE""}",NULL,"us-ashburn-1-AD-1","Usage-Based","INV-202409-91187","Serverless Compute",0.1096,16.10326496,0.1461
"AllocatedMethodId-3396","AllocatedResourceId-6277","AllocatedResourceName-5055","{}",375.653808,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-25T00:00:00Z","2024-09-24T23:00:00Z","Spend","cd-132359","commit-2359",NULL,"Used","Savings Plan",NULL,342.3500000000,"GB",NULL,469.56726000000003,1.3716,375.653808,"Oracle","Oracle",711.47177,2.0782,"Dynamic","USD",342.35,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00220a33a659",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","28N1GPTC2QWF2HPN","Oracle Object Storage GB",NULL,"W1KINNDW8R8KUSSR.6GI0DRII","ocid1.compartment.oc1..dev","development","Tenancy","{""business_unit"": ""LisbonOps"", ""environment"": ""prod"", ""team"": ""platform""}",NULL,"uk-london-1-AD-2","Usage-Based","INV-202409-42725","Object Storage",1.3716,375.653808,2.0782
"AllocatedMethodId-7493","AllocatedResourceId-6005","AllocatedResourceName-4836","{}",1084.13459532,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-27T19:00:00Z","2024-09-27T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,316.8200000000,"Invocations",NULL,1338.4377719999998,4.2246,1084.13459532,"Oracle","Oracle",1394.1980919999999,4.4006,"Standard","USD",316.82,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00d32156dd35",NULL,"Function","Compute","Oracle Functions","Oracle","F3WE8ZN1N5RUSV9I","Oracle Functions Invocations",NULL,"5VDCG3BHK23A1MIT.KRFXQFXK","ocid1.compartment.oc1..dev","development","Tenancy","{""team"": ""growth"", ""owner"": ""a.lovelace""}",NULL,NULL,"Usage-Based","INV-202409-16787","Serverless Compute",4.2246,1084.13459532,4.4006
"AllocatedMethodId-5942","AllocatedResourceId-4366","AllocatedResourceName-9482","{}",379.3258992,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in Australia East (Sydney)","2024-09-01T02:00:00Z","2024-09-01T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,296.8400000000,"Hours",NULL,632.2098319999999,2.1298,379.3258992,"Oracle","Oracle",770.982532,2.5973,"Standard","USD",296.84,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0038fa22ec0d",NULL,"Instance","Compute","Oracle Compute","Oracle","4EOYFGGUXTIYIJE7","Oracle Compute Hours",NULL,"AK2WNJ02NFGIHYW1.UIPRFP9S","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,NULL,"Usage-Based","INV-202409-13515","Virtual Machines",2.1298,379.3258992,2.5973
