"BillingCurrency","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentDescription","ContractCommitmentId","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart"
"USD","Usage",1108.897722,"ContractCommitmentDescription 8972","contractcommitment-652530","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6671.325587,"Reserved Instance","Hours","contract-514463","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7641.608958,"ContractCommitmentDescription 5742","contractcommitment-444061","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1199.843437,"Savings Plan","Hours","contract-284229","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",720.754966,"ContractCommitmentDescription 1693","contractcommitment-557409","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",187.415366,"Reserved Instance","Hours","contract-703727","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4050.323071,"ContractCommitmentDescription 6321","contractcommitment-280222","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8013.221543,"Committed Use Discount","Hours","contract-972442","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5888.712883,"ContractCommitmentDescription 9584","contractcommitment-182467","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3957.666969,"Savings Plan","Hours","contract-332335","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5306.048208,"ContractCommitmentDescription 4176","contractcommitment-913934","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3493.752655,"Committed Use Discount","Hours","contract-347745","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7602.152955,"ContractCommitmentDescription 2234","contractcommitment-285751","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9512.921406,"Committed Use Discount","Hours","contract-586490","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1509.574014,"ContractCommitmentDescription 2118","contractcommitment-591699","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4422.080638,"Savings Plan","Hours","contract-720148","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4519.138637,"ContractCommitmentDescription 1932","contractcommitment-486649","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8316.966317,"Reserved Instance","Hours","contract-744883","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4497.337037,"ContractCommitmentDescription 4084","contractcommitment-437145","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6050.058341,"Committed Use Discount","Hours","contract-164879","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",391.421262,"ContractCommitmentDescription 8172","contractcommitment-560767","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5240.685532,"Committed Use Discount","Hours","contract-481574","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7892.269316,"ContractCommitmentDescription 6482","contractcommitment-169113","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3296.907551,"Committed Use Discount","Hours","contract-397949","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9167.464551,"ContractCommitmentDescription 6082","contractcommitment-787923","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6984.799628,"Savings Plan","Hours","contract-723945","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8131.847838,"ContractCommitmentDescription 9624","contractcommitment-197992","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6460.248207,"Savings Plan","Hours","contract-479404","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9476.682675,"ContractCommitmentDescription 8967","contractcommitment-301332","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2265.430465,"Reserved Instance","Hours","contract-180913","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6619.292374,"ContractCommitmentDescription 3147","contractcommitment-726258","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3767.198708,"Reserved Instance","Hours","contract-971728","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9695.886034,"ContractCommitmentDescription 5668","contractcommitment-888939","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7485.365181,"Savings Plan","Hours","contract-659951","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4616.799784,"ContractCommitmentDescription 5616","contractcommitment-915922","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3818.724342,"Committed Use Discount","Hours","contract-269930","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8741.169451,"ContractCommitmentDescription 2680","contractcommitment-845957","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8458.922767,"Reserved Instance","Hours","contract-187949","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",917.135697,"ContractCommitmentDescription 4637","contractcommitment-956375","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4511.279902,"Savings Plan","Hours","contract-535050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9945.253512,"ContractCommitmentDescription 7142","contractcommitment-335445","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",281.875455,"Reserved Instance","Hours","contract-929822","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7588.411548,"ContractCommitmentDescription 8685","contractcommitment-570392","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6153.482572,"Reserved Instance","Hours","contract-368355","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1111.868603,"ContractCommitmentDescription 5720","contractcommitment-349183","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3011.511946,"Reserved Instance","Hours","contract-540218","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6319.54942,"ContractCommitmentDescription 4963","contractcommitment-853448","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1435.768402,"Savings Plan","Hours","contract-744674","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5234.845577,"ContractCommitmentDescription 6908","contractcommitment-170966","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9534.03678,"Committed Use Discount","Hours","contract-924613","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9810.394226,"ContractCommitmentDescription 5155","contractcommitment-883618","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",162.422311,"Reserved Instance","Hours","contract-352838","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5460.137452,"ContractCommitmentDescription 3868","contractcommitment-970720","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7791.425935,"Savings Plan","Hours","contract-762423","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2015.909928,"ContractCommitmentDescription 4268","contractcommitment-143941","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3155.9582,"Savings Plan","Hours","contract-517568","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8621.385305,"ContractCommitmentDescription 1783","contractcommitment-787584","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3319.246864,"Reserved Instance","Hours","contract-558176","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6920.684911,"ContractCommitmentDescription 7018","contractcommitment-936020","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5192.758535,"Reserved Instance","Hours","contract-182760","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1025.979078,"ContractCommitmentDescription 6372","contractcommitment-793024","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2956.399493,"Savings Plan","Hours","contract-274739","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6148.514822,"ContractCommitmentDescription 8126","contractcommitment-387892","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6394.693105,"Reserved Instance","Hours","contract-803787","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8486.6931,"ContractCommitmentDescription 8179","contractcommitment-136489","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1262.300243,"Reserved Instance","Hours","contract-479742","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9488.235293,"ContractCommitmentDescription 7095","contractcommitment-565504","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7630.844718,"Committed Use Discount","Hours","contract-655178","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",259.133409,"ContractCommitmentDescription 4048","contractcommitment-623285","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5177.452742,"Committed Use Discount","Hours","contract-374492","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2001.78341,"ContractCommitmentDescription 3223","contractcommitment-994253","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",740.520392,"Reserved Instance","Hours","contract-192055","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8913.316824,"ContractCommitmentDescription 3580","contractcommitment-846385","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7095.637912,"Committed Use Discount","Hours","contract-932250","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2367.361843,"ContractCommitmentDescription 9094","contractcommitment-127560","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3608.965244,"Committed Use Discount","Hours","contract-590110","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9995.950439,"ContractCommitmentDescription 8842","contractcommitment-651231","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4107.951207,"Savings Plan","Hours","contract-231414","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1283.346107,"ContractCommitmentDescription 3981","contractcommitment-905077","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9662.646139,"Savings Plan","Hours","contract-158104","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3226.607512,"ContractCommitmentDescription 4694","contractcommitment-462831","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9474.831368,"Committed Use Discount","Hours","contract-987025","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6250.223614,"ContractCommitmentDescription 9740","contractcommitment-197966","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5025.731447,"Reserved Instance","Hours","contract-279516","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9485.46854,"ContractCommitmentDescription 5336","contractcommitment-782759","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2108.083797,"Committed Use Discount","Hours","contract-748133","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4829.448182,"ContractCommitmentDescription 7653","contractcommitment-411882","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4535.44133,"Committed Use Discount","Hours","contract-265759","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6066.602628,"ContractCommitmentDescription 6121","contractcommitment-853258","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3193.163926,"Savings Plan","Hours","contract-237118","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4664.72567,"ContractCommitmentDescription 5382","contractcommitment-571435","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2479.188825,"Reserved Instance","Hours","contract-404309","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9337.515352,"ContractCommitmentDescription 6123","contractcommitment-299055","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7631.213751,"Savings Plan","Hours","contract-589491","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5054.44463,"ContractCommitmentDescription 4944","contractcommitment-325595","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5833.44112,"Reserved Instance","Hours","contract-395023","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8471.723654,"ContractCommitmentDescription 8060","contractcommitment-240440","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8824.557309,"Committed Use Discount","Hours","contract-900961","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3625.237759,"ContractCommitmentDescription 5728","contractcommitment-177103","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3863.48825,"Savings Plan","Hours","contract-965401","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5578.318383,"ContractCommitmentDescription 6990","contractcommitment-891638","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1442.673594,"Committed Use Discount","Hours","contract-520884","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8039.658552,"ContractCommitmentDescription 9508","contractcommitment-579187","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1489.406646,"Committed Use Discount","Hours","contract-443897","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5937.246556,"ContractCommitmentDescription 9311","contractcommitment-968524","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5097.141008,"Savings Plan","Hours","contract-597960","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7967.548139,"ContractCommitmentDescription 1436","contractcommitment-725905","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4745.902141,"Committed Use Discount","Hours","contract-856442","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1477.757083,"ContractCommitmentDescription 4968","contractcommitment-133104","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5725.702714,"Committed Use Discount","Hours","contract-300051","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6905.002609,"ContractCommitmentDescription 7723","contractcommitment-626195","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7749.723018,"Savings Plan","Hours","contract-840058","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5254.771514,"ContractCommitmentDescription 6140","contractcommitment-281594","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4596.63532,"Committed Use Discount","Hours","contract-672808","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2790.063959,"ContractCommitmentDescription 5890","contractcommitment-335790","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9414.855463,"Savings Plan","Hours","contract-839142","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2877.893755,"ContractCommitmentDescription 9899","contractcommitment-498138","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8957.604615,"Savings Plan","Hours","contract-910616","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3463.635141,"ContractCommitmentDescription 8247","contractcommitment-787836","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2564.439755,"Savings Plan","Hours","contract-311883","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2424.580384,"ContractCommitmentDescription 9700","contractcommitment-336633","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6379.445734,"Reserved Instance","Hours","contract-533377","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4069.074515,"ContractCommitmentDescription 8793","contractcommitment-600641","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6505.386919,"Savings Plan","Hours","contract-399279","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9132.297257,"ContractCommitmentDescription 3868","contractcommitment-538184","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8822.449732,"Reserved Instance","Hours","contract-976822","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2983.922107,"ContractCommitmentDescription 2758","contractcommitment-451317","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2845.616524,"Committed Use Discount","Hours","contract-649787","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8088.138782,"ContractCommitmentDescription 6417","contractcommitment-270387","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7311.192338,"Committed Use Discount","Hours","contract-853504","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1754.949138,"ContractCommitmentDescription 7643","contractcommitment-967161","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4277.032503,"Savings Plan","Hours","contract-520304","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",68.301205,"ContractCommitmentDescription 7284","contractcommitment-346961","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4467.355218,"Savings Plan","Hours","contract-416613","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",621.243318,"ContractCommitmentDescription 2936","contractcommitment-588002","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3068.06342,"Savings Plan","Hours","contract-837733","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2191.286009,"ContractCommitmentDescription 3188","contractcommitment-601410","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1531.855647,"Committed Use Discount","Hours","contract-536045","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5255.066562,"ContractCommitmentDescription 9653","contractcommitment-837952","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3617.848685,"Committed Use Discount","Hours","contract-164758","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8544.860074,"ContractCommitmentDescription 8239","contractcommitment-221886","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6802.952379,"Committed Use Discount","Hours","contract-195359","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4567.984757,"ContractCommitmentDescription 1945","contractcommitment-685941","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4623.783057,"Savings Plan","Hours","contract-515182","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4236.973848,"ContractCommitmentDescription 2044","contractcommitment-667451","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9941.236605,"Reserved Instance","Hours","contract-133276","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3744.609206,"ContractCommitmentDescription 7266","contractcommitment-570325","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8696.202853,"Savings Plan","Hours","contract-184148","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5288.425395,"ContractCommitmentDescription 4648","contractcommitment-975373","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",34.732949,"Reserved Instance","Hours","contract-585494","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3461.59735,"ContractCommitmentDescription 5516","contractcommitment-297636","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9374.103611,"Committed Use Discount","Hours","contract-133782","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1008.967131,"ContractCommitmentDescription 1550","contractcommitment-568127","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5977.848967,"Committed Use Discount","Hours","contract-356622","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7543.857087,"ContractCommitmentDescription 1924","contractcommitment-246942","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5038.958489,"Savings Plan","Hours","contract-955413","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
