"BillingCurrency","ContractCommitmentApplicability","ContractCommitmentBenefitCategory","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentCreated","ContractCommitmentDescription","ContractCommitmentDiscountPercentage","ContractCommitmentDurationType","ContractCommitmentFulfillmentInterval","ContractCommitmentId","ContractCommitmentLastUpdated","ContractCommitmentLifecycleStatus","ContractCommitmentModel","ContractCommitmentOfferCategory","ContractCommitmentPaymentInterval","ContractCommitmentPaymentModel","ContractCommitmentPaymentUpfrontPercentage","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart","InvoiceIssuerName","PricingCurrency","PricingCurrencyContractCommitmentCost","ServiceProviderName"
"USD","{}","Entitlement","Usage",7026.987729,"2024-08-12T00:00:00Z","ContractCommitmentDescription 6062",9215.37521,"Savings Plan","Hourly","contractcommitment-290217","2024-10-11T00:00:00Z","Superseded","Continuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9718.103188,"Reserved Instance","Hours","contract-325583","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3761.944057,"AWS"
"USD","{}","Availability","Spend",8833.421845,"2024-08-21T00:00:00Z","ContractCommitmentDescription 3549",NULL,"Committed Use Discount","Hourly","contractcommitment-806707","2024-10-03T00:00:00Z","Proposed","Discontinuous","Public","Custom","Partial Upfront",4856.617049,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4420.441867,"Savings Plan","Hours","contract-891615","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5123.463058,"Oracle"
"USD","{}","Other","Usage",454.173626,"2024-08-18T00:00:00Z","ContractCommitmentDescription 7475",9844.456583,"Reserved Instance","Hourly","contractcommitment-314353","2024-10-02T00:00:00Z","Active","Continuous","Negotiated","Quarterly","Partial Upfront",3281.223559,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",77.299066,"Committed Use Discount","Hours","contract-284229","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1291.857018,"Google"
"USD","{}","Other","Spend",4362.195955,"2024-08-15T00:00:00Z","ContractCommitmentDescription 8532",9211.624345,"Savings Plan","Custom","contractcommitment-550137","2024-10-09T00:00:00Z","Expired","Discontinuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9661.99691,"Reserved Instance","Hours","contract-972442","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",6896.100411,"Microsoft"
"USD","{}","Other","Usage",5239.62543,"2024-08-29T00:00:00Z","ContractCommitmentDescription 7484",8705.244162,"Committed Use Discount","Semi-Annually","contractcommitment-332335","2024-10-07T00:00:00Z","Active","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5099.520623,"Savings Plan","Hours","contract-862712","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9582.23349,"Google"
"USD","{}","Entitlement","Spend",6023.989853,"2024-08-24T00:00:00Z","ContractCommitmentDescription 2234",1771.461289,"Committed Use Discount","Total Term","contractcommitment-586490","2024-10-02T00:00:00Z","Superseded","Discontinuous","Public","Custom","Partial Upfront",1509.574014,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",682.862585,"Savings Plan","Hours","contract-935012","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",2746.736675,"Microsoft"
"USD","{}","Other","Usage",376.072456,"2024-08-20T00:00:00Z","ContractCommitmentDescription 7041",8316.966317,"Reserved Instance","Daily","contractcommitment-744883","2024-10-09T00:00:00Z","Expired","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7389.210455,"Reserved Instance","Hours","contract-949153","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",5716.566865,"AWS"
"USD","{}","Entitlement","Spend",4505.23109,"2024-08-21T00:00:00Z","ContractCommitmentDescription 6626",9823.855811,"Reserved Instance","Transactional","contractcommitment-777513","2024-10-10T00:00:00Z","Pending","Continuous","Negotiated","Custom","Partial Upfront",9909.860226,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5240.685532,"Committed Use Discount","Hours","contract-481574","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",3728.519821,"Microsoft"
"USD","{}","Discount","Usage",659.118543,"2024-08-19T00:00:00Z","ContractCommitmentDescription 2548",5579.632124,"Savings Plan","Quarterly","contractcommitment-364236","2024-10-07T00:00:00Z","Canceled","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9167.464551,"Savings Plan","Hours","contract-235215","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",5950.412282,"Google"
"USD","{}","Availability","Spend",6701.164,"2024-08-22T00:00:00Z","ContractCommitmentDescription 9624",NULL,"Committed Use Discount","Annually","contractcommitment-633188","2024-10-09T00:00:00Z","Active","Continuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3417.323451,"Savings Plan","Hours","contract-337547","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",9999.766211,"AWS"
"USD","{}","Discount","Usage",8763.927725,"2024-08-29T00:00:00Z","ContractCommitmentDescription 3147",5972.464411,"Reserved Instance","Weekly","contractcommitment-289630","2024-10-05T00:00:00Z","Superseded","Continuous","Public","One-Time","Partial Upfront",3642.994141,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7195.856738,"Savings Plan","Hours","contract-888939","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7485.365181,"Microsoft"
"USD","{}","Other","Spend",3678.409582,"2024-08-24T00:00:00Z","ContractCommitmentDescription 8218",4616.799784,"Savings Plan","Annually","contractcommitment-627335","2024-10-09T00:00:00Z","Expired","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2500.032116,"Committed Use Discount","Hours","contract-489244","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5545.407454,"Oracle"
"USD","{}","Entitlement","Usage",4493.192204,"2024-08-15T00:00:00Z","ContractCommitmentDescription 9410",1473.48656,"Savings Plan","Daily","contractcommitment-332823","2024-10-02T00:00:00Z","Superseded","Discontinuous","Public","One-Time","Partial Upfront",532.568872,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5020.071147,"Reserved Instance","Hours","contract-185569","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3749.126734,"AWS"
"USD","{}","Entitlement","Spend",2868.793973,"2024-08-21T00:00:00Z","ContractCommitmentDescription 8740",6960.719886,"Reserved Instance","Total Term","contractcommitment-570392","2024-10-02T00:00:00Z","Expired","Continuous","Negotiated","One-Time","Partial Upfront",2156.547445,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1495.19619,"Committed Use Discount","Hours","contract-543814","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1111.868603,"AWS"
"USD","{}","Entitlement","Usage",6389.517322,"2024-08-24T00:00:00Z","ContractCommitmentDescription 8489",628.07151,"Savings Plan","Custom","contractcommitment-662093","2024-10-05T00:00:00Z","Proposed","Continuous","Negotiated","Quarterly","Partial Upfront",15.643359,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3528.160396,"Committed Use Discount","Hours","contract-296412","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",6643.713017,"Google"
"USD","{}","Discount","Usage",8733.314385,"2024-08-15T00:00:00Z","ContractCommitmentDescription 1713",6356.707915,"Savings Plan","Quarterly","contractcommitment-883618","2024-10-06T00:00:00Z","Proposed","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6282.569625,"Committed Use Discount","Hours","contract-239890","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",443.356883,"AWS"
"USD","{}","Other","Spend",8114.976818,"2024-08-26T00:00:00Z","ContractCommitmentDescription 2033",7160.450576,"Savings Plan","Hourly","contractcommitment-407696","2024-10-11T00:00:00Z","Pending","Continuous","Negotiated","One-Time","Partial Upfront",9333.7098,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5153.835893,"Committed Use Discount","Hours","contract-365618","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",366.207715,"Google"
"USD","{}","Availability","Usage",1244.750082,"2024-08-22T00:00:00Z","ContractCommitmentDescription 7029",NULL,"Savings Plan","Total Term","contractcommitment-505426","2024-10-06T00:00:00Z","Active","Continuous","Public","Custom","Partial Upfront",3673.46927,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7972.908804,"Savings Plan","Hours","contract-862400","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",4244.996613,"Microsoft"
"USD","{}","Availability","Spend",800.689111,"2024-08-12T00:00:00Z","ContractCommitmentDescription 5843",NULL,"Committed Use Discount","Annually","contractcommitment-274739","2024-10-03T00:00:00Z","Canceled","Discontinuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9116.072308,"Committed Use Discount","Hours","contract-387892","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6394.693105,"Oracle"
"USD","{}","Entitlement","Spend",1427.794684,"2024-08-29T00:00:00Z","ContractCommitmentDescription 8179",347.989658,"Reserved Instance","Monthly","contractcommitment-916332","2024-10-11T00:00:00Z","Canceled","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1534.381634,"Savings Plan","Hours","contract-490084","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",4439.392892,"AWS"
"USD","{}","Other","Usage",6495.607367,"2024-08-13T00:00:00Z","ContractCommitmentDescription 5089",9605.200523,"Reserved Instance","Weekly","contractcommitment-623285","2024-10-03T00:00:00Z","Expired","Discontinuous","Negotiated","Quarterly","Partial Upfront",7040.378112,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2145.704254,"Committed Use Discount","Hours","contract-827691","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",9164.789095,"AWS"
"USD","{}","Other","Spend",8986.790308,"2024-08-25T00:00:00Z","ContractCommitmentDescription 8292",9972.62404,"Committed Use Discount","Semi-Annually","contractcommitment-800280","2024-10-02T00:00:00Z","Active","Continuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9273.244567,"Committed Use Discount","Hours","contract-932250","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3614.921831,"Oracle"
"USD","{}","Other","Spend",3608.965244,"2024-08-28T00:00:00Z","ContractCommitmentDescription 7044",4674.058393,"Committed Use Discount","Weekly","contractcommitment-741674","2024-10-04T00:00:00Z","Proposed","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5256.956548,"Savings Plan","Hours","contract-231414","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9723.797315,"Microsoft"
"USD","{}","Entitlement","Spend",7677.816374,"2024-08-17T00:00:00Z","ContractCommitmentDescription 3114",4326.182865,"Reserved Instance","Daily","contractcommitment-643269","2024-10-08T00:00:00Z","Pending","Discontinuous","Negotiated","Monthly","Partial Upfront",9347.378366,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2254.702847,"Committed Use Discount","Hours","contract-987025","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",788.599048,"AWS"
"USD","{}","Availability","Spend",5025.731447,"2024-08-14T00:00:00Z","ContractCommitmentDescription 3762",NULL,"Committed Use Discount","Weekly","contractcommitment-279516","2024-10-05T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6414.537338,"Committed Use Discount","Hours","contract-782759","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",2108.083797,"Microsoft"
"USD","{}","Availability","Usage",4829.448182,"2024-08-12T00:00:00Z","ContractCommitmentDescription 7653",NULL,"Reserved Instance","Hourly","contractcommitment-265759","2024-10-11T00:00:00Z","Exhausted","Discontinuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1436.686912,"Committed Use Discount","Hours","contract-869864","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",9880.233695,"Oracle"
"USD","{}","Discount","Usage",2417.378609,"2024-08-19T00:00:00Z","ContractCommitmentDescription 3007",2674.716745,"Reserved Instance","Weekly","contractcommitment-201514","2024-10-03T00:00:00Z","Proposed","Discontinuous","Public","Annual","Partial Upfront",2482.702804,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8653.075017,"Reserved Instance","Hours","contract-705748","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7211.284288,"Google"
"USD","{}","Other","Usage",4973.70273,"2024-08-26T00:00:00Z","ContractCommitmentDescription 2475",9452.328041,"Committed Use Discount","Total Term","contractcommitment-352422","2024-10-08T00:00:00Z","Pending","Discontinuous","Negotiated","One-Time","Partial Upfront",4948.942035,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8823.394764,"Committed Use Discount","Hours","contract-399628","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5366.907493,"Microsoft"
"USD","{}","Availability","Usage",3659.373525,"2024-08-18T00:00:00Z","ContractCommitmentDescription 7563",NULL,"Committed Use Discount","Monthly","contractcommitment-480133","2024-10-03T00:00:00Z","Expired","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5498.570895,"Committed Use Discount","Hours","contract-234913","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",9750.828154,"AWS"
"USD","{}","Entitlement","Spend",6024.629512,"2024-08-20T00:00:00Z","ContractCommitmentDescription 7576",5000.779036,"Reserved Instance","Hourly","contractcommitment-243693","2024-10-06T00:00:00Z","Canceled","Discontinuous","Public","Annual","Partial Upfront",1489.406646,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8931.316921,"Reserved Instance","Hours","contract-742848","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3185.300318,"Oracle"
"USD","{}","Other","Usage",4748.926,"2024-08-12T00:00:00Z","ContractCommitmentDescription 1272",3683.578099,"Committed Use Discount","Daily","contractcommitment-536774","2024-10-05T00:00:00Z","Expired","Discontinuous","Negotiated","Annual","Partial Upfront",2655.30437,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6555.909722,"Committed Use Discount","Hours","contract-856442","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",513.551651,"Oracle"
"USD","{}","Entitlement","Spend",315.705133,"2024-08-26T00:00:00Z","ContractCommitmentDescription 2800",1907.843278,"Savings Plan","Semi-Annually","contractcommitment-539122","2024-10-09T00:00:00Z","Pending","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9205.209499,"Committed Use Discount","Hours","contract-840058","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",1380.824858,"Oracle"
"USD","{}","Other","Usage",9566.854922,"2024-08-14T00:00:00Z","ContractCommitmentDescription 8531",9121.241609,"Savings Plan","Transactional","contractcommitment-471496","2024-10-06T00:00:00Z","Canceled","Discontinuous","Public","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2984.991612,"Savings Plan","Hours","contract-839142","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",2072.777949,"Microsoft"
"USD","{}","Availability","Usage",1218.741057,"2024-08-21T00:00:00Z","ContractCommitmentDescription 9899",NULL,"Savings Plan","Semi-Annually","contractcommitment-910616","2024-10-08T00:00:00Z","Superseded","Continuous","Public","One-Time","Partial Upfront",9553.137177,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",790.29436,"Savings Plan","Hours","contract-883641","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",4790.79263,"Oracle"
"USD","{}","Availability","Spend",1092.265816,"2024-08-14T00:00:00Z","ContractCommitmentDescription 4920",NULL,"Committed Use Discount","Transactional","contractcommitment-336633","2024-10-05T00:00:00Z","Canceled","Continuous","Negotiated","One-Time","Partial Upfront",3302.936235,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4724.03907,"Committed Use Discount","Hours","contract-105433","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9645.187672,"Microsoft"
"USD","{}","Entitlement","Usage",3211.677021,"2024-08-18T00:00:00Z","ContractCommitmentDescription 1969",9079.369587,"Reserved Instance","Custom","contractcommitment-343500","2024-10-11T00:00:00Z","Expired","Continuous","Negotiated","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",363.398492,"Savings Plan","Hours","contract-295361","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",9366.087448,"Microsoft"
"USD","{}","Discount","Usage",2845.616524,"2024-08-30T00:00:00Z","ContractCommitmentDescription 9901",5243.185348,"Reserved Instance","Transactional","contractcommitment-590755","2024-10-01T00:00:00Z","Active","Continuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6482.853387,"Committed Use Discount","Hours","contract-114768","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7366.178955,"Google"
"USD","{}","Other","Usage",5152.80659,"2024-08-13T00:00:00Z","ContractCommitmentDescription 2421",4008.332466,"Reserved Instance","Weekly","contractcommitment-247442","2024-10-11T00:00:00Z","Exhausted","Discontinuous","Negotiated","One-Time","Partial Upfront",3835.743907,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4467.355218,"Savings Plan","Hours","contract-416613","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",5824.607516,"Google"
"USD","{}","Entitlement","Spend",6677.861148,"2024-08-23T00:00:00Z","ContractCommitmentDescription 8625",3068.06342,"Savings Plan","Transactional","contractcommitment-837733","2024-10-11T00:00:00Z","Superseded","Discontinuous","Negotiated","Custom","Partial Upfront",3675.439031,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2208.4924,"Reserved Instance","Hours","contract-260626","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",4549.786728,"AWS"
"USD","{}","Entitlement","Spend",6803.419199,"2024-08-18T00:00:00Z","ContractCommitmentDescription 2341",5255.066562,"Committed Use Discount","Semi-Annually","contractcommitment-181896","2024-10-09T00:00:00Z","Expired","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5366.601583,"Reserved Instance","Hours","contract-995993","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",5203.415412,"Google"
"USD","{}","Other","Spend",4534.323002,"2024-08-25T00:00:00Z","ContractCommitmentDescription 9409",4154.245738,"Committed Use Discount","Hourly","contractcommitment-685941","2024-10-10T00:00:00Z","Exhausted","Discontinuous","Negotiated","Semi-Annual","Partial Upfront",8164.532259,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7458.044828,"Committed Use Discount","Hours","contract-147489","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",4236.973848,"AWS"
"USD","{}","Discount","Usage",4088.669358,"2024-08-14T00:00:00Z","ContractCommitmentDescription 3218",7658.276829,"Committed Use Discount","Annually","contractcommitment-492650","2024-10-01T00:00:00Z","Exhausted","Discontinuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6617.925381,"Committed Use Discount","Hours","contract-785280","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",8602.865811,"AWS"
