"BilledCost","BillingAccountId","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","InvoiceDetailCreated","InvoiceDetailDescription","InvoiceDetailGrain","InvoiceDetailId","InvoiceDetailLastUpdated","InvoiceId","InvoiceIssueDate","InvoiceIssueStatus","InvoiceIssuerName","PaymentCurrency","PaymentCurrencyBilledCost","PaymentCurrencyInvoiceDetailId","PaymentDueDate","PaymentTerms","PurchaseOrderNumber","ReferenceInvoiceId"
2388.055442,"billingaccount-501574","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-17T00:00:00Z","InvoiceDetailDescription 7730","{}","invoicedetail-145767","2024-10-06T00:00:00Z","invoice-433632","2024-10-03T00:00:00Z","Voided","Oracle","USD",4729.762502,"invoicedetail-145767","2024-11-01T00:00:00Z","Net 60","PO-504832","referenceinvoice-795928"
9653.535902,"billingaccount-448121","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-16T00:00:00Z","InvoiceDetailDescription 8213","{}","invoicedetail-204555","2024-10-01T00:00:00Z","invoice-651499","2024-10-03T00:00:00Z","Issued","Microsoft","USD",153.475979,"invoicedetail-204555","2024-10-26T00:00:00Z","Net 30","PO-529893","referenceinvoice-786587"
6232.594005,"billingaccount-516791","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-29T00:00:00Z","InvoiceDetailDescription 6383","{}","invoicedetail-993744","2024-10-08T00:00:00Z","invoice-807115","2024-10-04T00:00:00Z","Voided","Microsoft","USD",3800.093975,"invoicedetail-993744","2024-10-21T00:00:00Z","Net 60","PO-757246","referenceinvoice-853629"
2347.702431,"billingaccount-817644","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-14T00:00:00Z","InvoiceDetailDescription 4727","{}","invoicedetail-883041","2024-10-01T00:00:00Z","invoice-194769","2024-10-06T00:00:00Z","Issued","Oracle","USD",9783.377282,"invoicedetail-883041","2024-10-15T00:00:00Z","Due on receipt","PO-838083","referenceinvoice-205389"
3243.746668,"billingaccount-158845","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-26T00:00:00Z","InvoiceDetailDescription 6873","{}","invoicedetail-493049","2024-10-05T00:00:00Z","invoice-551607","2024-10-02T00:00:00Z","Open","Oracle","USD",2441.974322,"invoicedetail-493049","2024-10-10T00:00:00Z","Net 60","PO-693418","referenceinvoice-814919"
8708.395986,"billingaccount-749813","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 9153","{}","invoicedetail-711484","2024-10-03T00:00:00Z","invoice-250069","2024-10-02T00:00:00Z","Open","Microsoft","USD",4611.499134,"invoicedetail-711484","2024-10-28T00:00:00Z","Net 60","PO-581894","referenceinvoice-367729"
738.619003,"billingaccount-462351","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 5901","{}","invoicedetail-769975","2024-10-05T00:00:00Z","invoice-544920","2024-10-06T00:00:00Z","Voided","AWS","USD",2500.982244,"invoicedetail-769975","2024-10-18T00:00:00Z","Net 60","PO-308894","referenceinvoice-503380"
3589.591576,"billingaccount-410244","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-28T00:00:00Z","InvoiceDetailDescription 1359","{}","invoicedetail-970357","2024-10-04T00:00:00Z","invoice-790203","2024-10-05T00:00:00Z","Issued","Oracle","USD",2744.803802,"invoicedetail-970357","2024-10-30T00:00:00Z","Due on receipt","PO-819112","referenceinvoice-916118"
6070.649982,"billingaccount-469435","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-12T00:00:00Z","InvoiceDetailDescription 4115","{}","invoicedetail-751051","2024-10-08T00:00:00Z","invoice-362801","2024-10-04T00:00:00Z","Voided","AWS","USD",7555.773237,"invoicedetail-751051","2024-10-18T00:00:00Z","Due on receipt","PO-813928","referenceinvoice-979060"
7886.10484,"billingaccount-134985","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-28T00:00:00Z","InvoiceDetailDescription 6977","{}","invoicedetail-867934","2024-10-11T00:00:00Z","invoice-237795","2024-10-02T00:00:00Z","Open","Microsoft","USD",9096.278123,"invoicedetail-867934","2024-10-18T00:00:00Z","Net 60","PO-883790","referenceinvoice-535686"
5308.523737,"billingaccount-385765","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-25T00:00:00Z","InvoiceDetailDescription 5210","{}","invoicedetail-964749","2024-10-03T00:00:00Z","invoice-605254","2024-10-06T00:00:00Z","Issued","Microsoft","USD",7465.593507,"invoicedetail-964749","2024-10-24T00:00:00Z","Net 60","PO-943298","referenceinvoice-220764"
7242.167121,"billingaccount-516716","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-29T00:00:00Z","InvoiceDetailDescription 6992","{}","invoicedetail-194689","2024-10-03T00:00:00Z","invoice-929090","2024-10-03T00:00:00Z","Issued","Oracle","USD",139.186551,"invoicedetail-194689","2024-10-31T00:00:00Z","Due on receipt","PO-229592","referenceinvoice-576877"
9402.918918,"billingaccount-213609","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-23T00:00:00Z","InvoiceDetailDescription 8724","{}","invoicedetail-126240","2024-10-10T00:00:00Z","invoice-749641","2024-10-05T00:00:00Z","Voided","Google","USD",3280.062818,"invoicedetail-126240","2024-11-01T00:00:00Z","Due on receipt","PO-332120","referenceinvoice-779112"
1397.770125,"billingaccount-139019","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-17T00:00:00Z","InvoiceDetailDescription 9071","{}","invoicedetail-221761","2024-10-05T00:00:00Z","invoice-201913","2024-10-05T00:00:00Z","Open","AWS","USD",8872.593085,"invoicedetail-221761","2024-10-15T00:00:00Z","Net 30","PO-507524","referenceinvoice-575679"
7265.991506,"billingaccount-535037","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-14T00:00:00Z","InvoiceDetailDescription 9017","{}","invoicedetail-745558","2024-10-07T00:00:00Z","invoice-527940","2024-10-06T00:00:00Z","Issued","Google","USD",327.162869,"invoicedetail-745558","2024-11-05T00:00:00Z","Net 60","PO-327823","referenceinvoice-564920"
3673.349585,"billingaccount-776149","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-24T00:00:00Z","InvoiceDetailDescription 1992","{}","invoicedetail-517479","2024-10-06T00:00:00Z","invoice-389282","2024-10-02T00:00:00Z","Open","Oracle","USD",9682.068759,"invoicedetail-517479","2024-10-30T00:00:00Z","Net 60","PO-196126","referenceinvoice-794963"
2435.688972,"billingaccount-232040","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-12T00:00:00Z","InvoiceDetailDescription 4362","{}","invoicedetail-171942","2024-10-01T00:00:00Z","invoice-970127","2024-10-02T00:00:00Z","Voided","Microsoft","USD",2071.573703,"invoicedetail-171942","2024-10-19T00:00:00Z","Net 30","PO-952547","referenceinvoice-344316"
8584.061264,"billingaccount-251716","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-27T00:00:00Z","InvoiceDetailDescription 9850","{}","invoicedetail-362829","2024-10-10T00:00:00Z","invoice-937302","2024-10-02T00:00:00Z","Open","Google","USD",1099.263479,"invoicedetail-362829","2024-10-17T00:00:00Z","Net 30","PO-238205","referenceinvoice-115582"
1742.462014,"billingaccount-154944","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-24T00:00:00Z","InvoiceDetailDescription 7897","{}","invoicedetail-651640","2024-10-10T00:00:00Z","invoice-219169","2024-10-04T00:00:00Z","Voided","Google","USD",635.580381,"invoicedetail-651640","2024-10-11T00:00:00Z","Net 60","PO-915809","referenceinvoice-479625"
433.650369,"billingaccount-921273","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 5941","{}","invoicedetail-580292","2024-10-09T00:00:00Z","invoice-774591","2024-10-03T00:00:00Z","Open","AWS","USD",608.254075,"invoicedetail-580292","2024-10-29T00:00:00Z","Net 60","PO-988456","referenceinvoice-521126"
8992.667651,"billingaccount-437758","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-28T00:00:00Z","InvoiceDetailDescription 3430","{}","invoicedetail-168872","2024-10-08T00:00:00Z","invoice-232321","2024-10-05T00:00:00Z","Issued","Oracle","USD",6243.174943,"invoicedetail-168872","2024-10-14T00:00:00Z","Due on receipt","PO-674993","referenceinvoice-846746"
4537.154176,"billingaccount-734836","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-19T00:00:00Z","InvoiceDetailDescription 2624","{}","invoicedetail-931621","2024-10-10T00:00:00Z","invoice-835869","2024-10-06T00:00:00Z","Open","Google","USD",8527.927373,"invoicedetail-931621","2024-10-22T00:00:00Z","Due on receipt","PO-906315","referenceinvoice-678116"
3389.316188,"billingaccount-575528","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-18T00:00:00Z","InvoiceDetailDescription 7815","{}","invoicedetail-865054","2024-10-08T00:00:00Z","invoice-199704","2024-10-03T00:00:00Z","Issued","Microsoft","USD",4267.640063,"invoicedetail-865054","2024-10-23T00:00:00Z","Due on receipt","PO-367271","referenceinvoice-492483"
932.301017,"billingaccount-201255","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-16T00:00:00Z","InvoiceDetailDescription 3131","{}","invoicedetail-683397","2024-10-02T00:00:00Z","invoice-162894","2024-10-02T00:00:00Z","Voided","Microsoft","USD",9566.246238,"invoicedetail-683397","2024-10-11T00:00:00Z","Due on receipt","PO-445658","referenceinvoice-802559"
514.4608,"billingaccount-401601","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-18T00:00:00Z","InvoiceDetailDescription 6119","{}","invoicedetail-468727","2024-10-06T00:00:00Z","invoice-208633","2024-10-05T00:00:00Z","Voided","AWS","USD",5074.12547,"invoicedetail-468727","2024-11-04T00:00:00Z","Net 30","PO-788637","referenceinvoice-605612"
1148.853135,"billingaccount-392099","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-28T00:00:00Z","InvoiceDetailDescription 4705","{}","invoicedetail-946432","2024-10-06T00:00:00Z","invoice-549956","2024-10-06T00:00:00Z","Voided","Microsoft","USD",9745.466021,"invoicedetail-946432","2024-10-24T00:00:00Z","Due on receipt","PO-743378","referenceinvoice-807764"
1804.16072,"billingaccount-836833","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-12T00:00:00Z","InvoiceDetailDescription 6567","{}","invoicedetail-468074","2024-10-11T00:00:00Z","invoice-106402","2024-10-04T00:00:00Z","Open","AWS","USD",8698.627065,"invoicedetail-468074","2024-10-11T00:00:00Z","Due on receipt","PO-789275","referenceinvoice-520252"
7461.11762,"billingaccount-325583","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-27T00:00:00Z","InvoiceDetailDescription 7878","{}","invoicedetail-575682","2024-10-11T00:00:00Z","invoice-457455","2024-10-02T00:00:00Z","Open","AWS","USD",3700.530925,"invoicedetail-575682","2024-10-11T00:00:00Z","Due on receipt","PO-440140","referenceinvoice-914571"
497.624924,"billingaccount-185544","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-30T00:00:00Z","InvoiceDetailDescription 8259","{}","invoicedetail-794093","2024-10-03T00:00:00Z","invoice-544611","2024-10-03T00:00:00Z","Issued","AWS","USD",6070.760074,"invoicedetail-794093","2024-10-29T00:00:00Z","Net 60","PO-386436","referenceinvoice-326040"
6782.178929,"billingaccount-721946","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-20T00:00:00Z","InvoiceDetailDescription 9633","{}","invoicedetail-799539","2024-10-07T00:00:00Z","invoice-423401","2024-10-02T00:00:00Z","Open","AWS","USD",2205.184355,"invoicedetail-799539","2024-10-18T00:00:00Z","Due on receipt","PO-157443","referenceinvoice-108060"
2894.471312,"billingaccount-225812","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-22T00:00:00Z","InvoiceDetailDescription 9149","{}","invoicedetail-883301","2024-10-04T00:00:00Z","invoice-551574","2024-10-03T00:00:00Z","Open","Microsoft","USD",1291.857018,"invoicedetail-883301","2024-10-18T00:00:00Z","Due on receipt","PO-837852","referenceinvoice-341288"
187.415366,"billingaccount-181644","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-29T00:00:00Z","InvoiceDetailDescription 8033","{}","invoicedetail-701253","2024-10-07T00:00:00Z","invoice-524068","2024-10-02T00:00:00Z","Voided","Google","USD",6401.41669,"invoicedetail-701253","2024-10-22T00:00:00Z","Net 60","PO-220768","referenceinvoice-524707"
8320.259131,"billingaccount-479430","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-21T00:00:00Z","InvoiceDetailDescription 8155","{}","invoicedetail-985506","2024-10-03T00:00:00Z","invoice-211005","2024-10-06T00:00:00Z","Open","AWS","USD",4356.765269,"invoicedetail-985506","2024-10-27T00:00:00Z","Net 60","PO-649414","referenceinvoice-182467"
7791.178686,"billingaccount-180089","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-22T00:00:00Z","InvoiceDetailDescription 2868","{}","invoicedetail-656379","2024-10-06T00:00:00Z","invoice-634723","2024-10-03T00:00:00Z","Open","Oracle","USD",9059.227316,"invoicedetail-656379","2024-10-20T00:00:00Z","Net 60","PO-468154","referenceinvoice-862712"
1972.718028,"billingaccount-731661","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-24T00:00:00Z","InvoiceDetailDescription 2234","{}","invoicedetail-285751","2024-10-02T00:00:00Z","invoice-910389","2024-10-03T00:00:00Z","Voided","Microsoft","USD",4941.17025,"invoicedetail-285751","2024-10-18T00:00:00Z","Due on receipt","PO-896788","referenceinvoice-707616"
8642.468748,"billingaccount-757685","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-13T00:00:00Z","InvoiceDetailDescription 3473","{}","invoicedetail-561124","2024-10-11T00:00:00Z","invoice-171603","2024-10-06T00:00:00Z","Issued","Oracle","USD",4422.080638,"invoicedetail-561124","2024-10-23T00:00:00Z","Net 60","PO-935012","referenceinvoice-388016"
4617.424864,"billingaccount-139434","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-20T00:00:00Z","InvoiceDetailDescription 7041","{}","invoicedetail-972097","2024-10-09T00:00:00Z","invoice-401022","2024-10-02T00:00:00Z","Open","AWS","USD",6446.664696,"invoicedetail-972097","2024-10-18T00:00:00Z","Net 30","PO-744883","referenceinvoice-722937"
8958.767656,"billingaccount-571579","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 4084","{}","invoicedetail-437145","2024-10-10T00:00:00Z","invoice-734394","2024-10-06T00:00:00Z","Issued","Oracle","USD",5013.673019,"invoicedetail-437145","2024-11-05T00:00:00Z","Net 30","PO-572407","referenceinvoice-208529"
2477.437236,"billingaccount-559022","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-29T00:00:00Z","InvoiceDetailDescription 9586","{}","invoicedetail-648141","2024-10-09T00:00:00Z","invoice-739427","2024-10-03T00:00:00Z","Open","Google","USD",3638.979597,"invoicedetail-648141","2024-10-11T00:00:00Z","Net 60","PO-506235","referenceinvoice-528625"
3296.907551,"billingaccount-685066","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-12T00:00:00Z","InvoiceDetailDescription 5655","{}","invoicedetail-364236","2024-10-01T00:00:00Z","invoice-858889","2024-10-04T00:00:00Z","Voided","Google","USD",9644.100287,"invoicedetail-364236","2024-10-13T00:00:00Z","Due on receipt","PO-257677","referenceinvoice-449555"
3102.317376,"billingaccount-787923","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-13T00:00:00Z","InvoiceDetailDescription 3112","{}","invoicedetail-723945","2024-10-11T00:00:00Z","invoice-843266","2024-10-03T00:00:00Z","Open","AWS","USD",3095.818874,"invoicedetail-723945","2024-10-21T00:00:00Z","Net 60","PO-774751","referenceinvoice-930117"
6460.248207,"billingaccount-543973","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-27T00:00:00Z","InvoiceDetailDescription 6928","{}","invoicedetail-119116","2024-10-11T00:00:00Z","invoice-480211","2024-10-06T00:00:00Z","Issued","Google","USD",1802.629229,"invoicedetail-119116","2024-10-15T00:00:00Z","Net 30","PO-458332","referenceinvoice-903373"
771.650843,"billingaccount-985447","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-25T00:00:00Z","InvoiceDetailDescription 9317","{}","invoicedetail-908320","2024-10-04T00:00:00Z","invoice-665990","2024-10-03T00:00:00Z","Voided","Oracle","USD",8836.821655,"invoicedetail-908320","2024-10-14T00:00:00Z","Net 30","PO-794083","referenceinvoice-453123"
1808.459672,"billingaccount-826501","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-12T00:00:00Z","InvoiceDetailDescription 3712","{}","invoicedetail-856215","2024-10-07T00:00:00Z","invoice-558933","2024-10-03T00:00:00Z","Open","Microsoft","USD",4108.586115,"invoicedetail-856215","2024-10-15T00:00:00Z","Due on receipt","PO-854540","referenceinvoice-349068"
5340.111497,"billingaccount-424500","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-12T00:00:00Z","InvoiceDetailDescription 4178","{}","invoicedetail-485709","2024-10-05T00:00:00Z","invoice-811256","2024-10-05T00:00:00Z","Voided","Oracle","USD",9844.397935,"invoicedetail-485709","2024-10-19T00:00:00Z","Net 60","PO-906814","referenceinvoice-395459"
8168.912396,"billingaccount-940181","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-15T00:00:00Z","InvoiceDetailDescription 3267","{}","invoicedetail-362147","2024-10-09T00:00:00Z","invoice-154714","2024-10-05T00:00:00Z","Voided","Oracle","USD",4805.906555,"invoicedetail-362147","2024-10-17T00:00:00Z","Net 60","PO-681478","referenceinvoice-207573"
4493.192204,"billingaccount-638289","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-22T00:00:00Z","InvoiceDetailDescription 8167","{}","invoicedetail-196168","2024-10-02T00:00:00Z","invoice-332823","2024-10-03T00:00:00Z","Issued","AWS","USD",8846.297737,"invoicedetail-196168","2024-10-18T00:00:00Z","Net 30","PO-535050","referenceinvoice-155843"
9945.253512,"billingaccount-493124","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-15T00:00:00Z","InvoiceDetailDescription 1461","{}","invoicedetail-434165","2024-10-06T00:00:00Z","invoice-203896","2024-10-03T00:00:00Z","Voided","Oracle","USD",6499.606843,"invoicedetail-434165","2024-10-22T00:00:00Z","Net 30","PO-244283","referenceinvoice-140163"
6153.482572,"billingaccount-183074","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-16T00:00:00Z","InvoiceDetailDescription 5193","{}","invoicedetail-326130","2024-10-03T00:00:00Z","invoice-975522","2024-10-05T00:00:00Z","Open","Google","USD",5488.042454,"invoicedetail-326130","2024-10-26T00:00:00Z","Due on receipt","PO-738457","referenceinvoice-653408"
1218.483452,"billingaccount-350021","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-28T00:00:00Z","InvoiceDetailDescription 8489","{}","invoicedetail-165858","2024-10-05T00:00:00Z","invoice-216242","2024-10-03T00:00:00Z","Issued","Oracle","USD",5967.390428,"invoicedetail-165858","2024-10-19T00:00:00Z","Net 30","PO-762652","referenceinvoice-640410"
6148.095828,"billingaccount-352249","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-27T00:00:00Z","InvoiceDetailDescription 7825","{}","invoicedetail-296412","2024-10-05T00:00:00Z","invoice-796643","2024-10-05T00:00:00Z","Voided","Microsoft","USD",856.13955,"invoicedetail-296412","2024-10-12T00:00:00Z","Net 60","PO-170966","referenceinvoice-651613"
3868.813215,"billingaccount-491435","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-19T00:00:00Z","InvoiceDetailDescription 1266","{}","invoicedetail-474440","2024-10-08T00:00:00Z","invoice-926823","2024-10-02T00:00:00Z","Open","AWS","USD",3448.024932,"invoicedetail-474440","2024-10-29T00:00:00Z","Due on receipt","PO-789023","referenceinvoice-758775"
3522.990461,"billingaccount-454992","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-13T00:00:00Z","InvoiceDetailDescription 8612","{}","invoicedetail-829168","2024-10-06T00:00:00Z","invoice-601776","2024-10-03T00:00:00Z","Voided","AWS","USD",1822.779984,"invoicedetail-829168","2024-10-11T00:00:00Z","Net 30","PO-166165","referenceinvoice-850827"
