"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceId","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice","CommitmentProgramEligibilityDetails","InvoiceDetailId"
"AllocatedMethodId-9312","AllocatedResourceId-9316","AllocatedResourceName-1333","{}",303.9800373,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in Southeast Asia","2024-09-18T17:00:00Z","2024-09-18T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.9000000000,"Hours",NULL,498.32793000000004,4.2267,303.9800373,"Microsoft","INV-202409-81313","Microsoft",586.26954,4.9726,"Standard","USD",117.90,"Hours","Microsoft","Microsoft","southeastasia","Southeast Asia","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-494/providers/Microsoft.Compute/virtualMachines/vm-6809",NULL,"Cluster","Compute","Azure Kubernetes Service","Microsoft","42AFBQNJ971HSPTH","Azure Kubernetes Service Hours",NULL,"DP03EH58B6PJS1AW.P0LF7XE7","sub-9a1f","Production","BillingProfile","{""business_unit"": ""ViennaAI"", ""environment"": ""staging"", ""cost_center"": ""CC-2042""}",NULL,NULL,"Usage-Based","Containers",4.2267,303.9800373,4.9726,NULL,NULL
"AllocatedMethodId-2293","AllocatedResourceId-8055","AllocatedResourceName-3956","{}",410.2216161,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-16T23:00:00Z","2024-09-16T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,394.2600000000,"Invocations",NULL,482.61366599999997,1.2241,410.2216161,"Oracle","INV-202409-65640","Oracle",679.743666,1.7241,"Standard","USD",394.26,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00c70feccb95",NULL,"Function","Compute","Oracle Functions","Oracle","34LIE3CSMCMCUT6Z","Oracle Functions Invocations",NULL,"84QCMSWDVRHX1Z2Y.VL55X7RF","ocid1.compartment.oc1..dev","development","Tenancy","{""environment"": ""staging"", ""application"": ""AtlasPortal""}",NULL,NULL,"Usage-Based","Serverless Compute",1.2241,410.2216161,1.7241,NULL,NULL
"AllocatedMethodId-3223","AllocatedResourceId-2213","AllocatedResourceName-8406","{}",462.20954,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Cloud SQL Database Instance in Iowa","2024-09-15T00:00:00Z","2024-09-14T23:00:00Z","Usage","cd-469685","commit-9685",NULL,"Used","Savings Plan",NULL,NULL,NULL,NULL,462.20954,1.5340,0,"Google","INV-202409-26074","Google",641.9710859999999,2.1306,"Dynamic","USD",301.31,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-1970",NULL,"Database Instance","Databases","Cloud SQL","Google","KBJ2CIEPXXYCJ2XX","Cloud SQL Hours",NULL,"2EI7XZURPHBL57Y9.HQQ2NS5M","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,NULL,"Recurring","Relational Databases",1.5340,0,2.1306,NULL,NULL
"AllocatedMethodId-4216","AllocatedResourceId-5496","AllocatedResourceName-3050","{}",52.971632,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in UK South","2024-09-30T03:00:00Z","2024-09-30T02:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.4800000000,"Hours",NULL,56.352799999999995,1.7350,52.971632,"Microsoft","INV-202409-42847","Microsoft",88.05003199999999,2.7109,"Other","USD",32.48,"Hours","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-275/providers/Microsoft.Compute/virtualMachines/vm-216",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","9X39IFETZ4700EIU","Azure Load Balancer Hours",NULL,"E237WI9LI16DH7JT.KKUOW7SF","sub-9a1f","Production","BillingProfile","{""environment"": ""prod"", ""business_unit"": ""MarseilleSRE"", ""owner"": ""g.hopper""}",NULL,"westeurope-2","Usage-Based","Application Networking",1.7350,52.971632,2.7109,NULL,NULL
"AllocatedMethodId-3610","AllocatedResourceId-9163","AllocatedResourceName-9433","{}",1174.72244208,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Functions Function in Iowa","2024-09-26T07:00:00Z","2024-09-26T06:00:00Z","Spend","cd-129751","commit-9751",NULL,"Unused","Reserved Instance",NULL,NULL,NULL,NULL,1211.0540640000002,3.8786,1174.72244208,"Google","INV-202409-34881","Google",1408.2024,4.5100,"Other","USD",312.24,"Invocations","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-5899",NULL,"Function","Compute","Cloud Functions","Google","PZT3EDK2043NVJUU","Cloud Functions Invocations",NULL,"WZIX69GUP3HR2PJG.DSY0PKUU","proj-helios-prod","helios-prod","BillingAccount","{""team"": ""infra"", ""cost_center"": ""CC-3090"", ""application"": ""AtlasPortal""}",NULL,NULL,"Usage-Based","Serverless Compute",3.8786,1174.72244208,4.5100,NULL,NULL
"AllocatedMethodId-6218","AllocatedResourceId-3662","AllocatedResourceName-7438","{}",131.36870992,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in UK South (London)","2024-09-02T00:00:00Z","2024-09-01T23:00:00Z","Usage","cd-395023","commit-5023",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,211.885016,0.9268,131.36870992,"Oracle","INV-202409-52987","Oracle",275.189894,1.2037,"Committed","USD",228.62,"Invocations","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.007502b4dfff",NULL,"Function","Compute","Oracle Functions","Oracle","ZXCZD9MX9SEY629R","Oracle Functions Invocations",NULL,"HIGZXV9XJM6Z6CCC.IV473J6I","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""NimbusAPI""}",NULL,"uk-london-1-AD-2","Usage-Based","Serverless Compute",0.9268,131.36870992,1.2037,NULL,NULL
"AllocatedMethodId-5735","AllocatedResourceId-4396","AllocatedResourceName-9011","{}",314.19424904,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Functions Function in Singapore","2024-09-25T01:00:00Z","2024-09-25T00:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,184.1900000000,"Invocations",NULL,378.54728800000004,2.0552,314.19424904,"Google","INV-202409-49008","Google",620.554529,3.3691,"Standard","USD",184.19,"Invocations","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-3954",NULL,"Function","Compute","Cloud Functions","Google","YJPCHMB2U0J0N064","Cloud Functions Invocations",NULL,"DI7N9U47YUL38V8W.Q4MPR9TO","proj-helios-dev","helios-dev","BillingAccount","{""owner"": ""k.johnson"", ""application"": ""BrightSourceCore"", ""team"": ""platform""}",NULL,NULL,"Usage-Based","Serverless Compute",2.0552,314.19424904,3.3691,NULL,NULL
"AllocatedMethodId-5888","AllocatedResourceId-2758","AllocatedResourceName-6489","{}",610.9050255,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Singapore","2024-09-13T07:00:00Z","2024-09-13T06:00:00Z","Spend","cd-943700","commit-3700",NULL,"Used","Savings Plan",NULL,189.8500000000,"GiB",NULL,623.372475,3.2835,610.9050255,"Google","INV-202409-11214","Google",930.41688,4.9008,"Committed","USD",189.85,"GiB","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-8174",NULL,"Dataset","Analytics","BigQuery","Google","RIGPPD7OODG0V4GI","BigQuery GiB",NULL,"A9K044MSUSDFO8CL.0LCZ5LSC","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""AtlasPortal"", ""business_unit"": ""LisbonOps"", ""team"": ""payments""}",NULL,"asia-southeast1-c","Usage-Based","Data Warehouses",3.2835,610.9050255,4.9008,NULL,NULL
"AllocatedMethodId-7121","AllocatedResourceId-7813","AllocatedResourceName-9998","{}",398.08657365,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Northern Virginia","2024-09-22T13:00:00Z","2024-09-22T12:00:00Z","Usage","cd-453487","commit-3487",NULL,"Used","Committed Use Discount",NULL,165.3500000000,"GiB",NULL,447.288285,2.7051,398.08657365,"Google","INV-202409-89395","Google",604.4534600000001,3.6556,"Standard","USD",165.35,"GiB","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/Helios Labs/zones/us-east4-a/instances/inst-9729",NULL,"Dataset","Analytics","BigQuery","Google","16UFZGLI4UPAQYP2","BigQuery GiB",NULL,"RVTAQXPDH3TKZ6TH.SXOOI4J3","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,NULL,"Usage-Based","Data Warehouses",2.7051,398.08657365,3.6556,NULL,NULL
"AllocatedMethodId-9835","AllocatedResourceId-3178","AllocatedResourceName-6697","{}",596.7805119999999,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-11T14:00:00Z","2024-09-11T13:00:00Z","Spend","cd-969032","commit-9032",NULL,"Used","Committed Use Discount",NULL,NULL,NULL,NULL,596.7805119999999,2.2712,0,"Oracle","INV-202409-20518","Oracle",693.922884,2.6409,"Standard","USD",262.76,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00c56638cfeb",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","N5F62D3I603D93TB","Oracle Load Balancer Hours",NULL,"ZQANEC1WE8DE4CS0.LI0XY2YY","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,NULL,"Recurring","Application Networking",2.2712,0,2.6409,NULL,NULL
"AllocatedMethodId-7999","AllocatedResourceId-9120","AllocatedResourceName-1768","{}",1333.51624629,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Amazon Simple Storage Service Bucket in Asia Pacific (Sydney)","2024-09-06T11:00:00Z","2024-09-06T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1498.3328609999999,3.9629,1333.51624629,"AWS","INV-202409-92050","AWS",1849.8053249999998,4.8925,"Standard","USD",378.09,"GB","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)",NULL,NULL,NULL,"Storage","Amazon Simple Storage Service","AWS","WJRMHC0BPNEGC2DP","Amazon Simple Storage Service GB",NULL,"CZ2O8NDI6SOUUPTJ.7O0TRD9L","663626350770","Zenith Apollo","BillingAccount","{""environment"": ""qa""}",NULL,NULL,"One-Time","Object Storage",3.9629,1333.51624629,4.8925,NULL,NULL
"AllocatedMethodId-9401","AllocatedResourceId-9147","AllocatedResourceName-8635","{}",540.63958624,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Northern Virginia","2024-09-30T18:00:00Z","2024-09-30T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,188.2400000000,"Hours",NULL,575.148496,3.0554,540.63958624,"Google","INV-202409-57139","Google",710.060104,3.7721,"Standard","USD",188.24,"Hours","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/Helios Labs/zones/us-east4-a/instances/inst-9304",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","PQNVF2XF8MDRYCEM","Cloud Load Balancing Hours",NULL,"9N4NVTANMH4PNZP9.USY38WTQ","proj-helios-dev","helios-dev","BillingAccount","{""application"": ""NimbusAPI"", ""cost_center"": ""CC-2042""}",NULL,NULL,"Usage-Based","Application Networking",3.0554,540.63958624,3.7721,NULL,NULL
"AllocatedMethodId-9777","AllocatedResourceId-5697","AllocatedResourceName-1280","{}",204.76456,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in Asia Pacific (Sydney)","2024-09-09T17:00:00Z","2024-09-09T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,281.2700000000,"Requests",NULL,292.5208,1.0400,204.76456,"AWS","INV-202409-46010","AWS",311.197128,1.1064,"Standard","USD",281.27,"Requests","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00a3c84920c3",NULL,"Function","Compute","AWS Lambda","AWS","VQ553KWKI85L8D7C","AWS Lambda Requests",NULL,"EDA0IOEJAN63XD45.BA890AB7","438839167390","Zenith Eclipse","BillingAccount","{""business_unit"": ""MarseilleSRE"", ""environment"": ""staging""}",NULL,"us-west-2b","Usage-Based","Serverless Compute",1.0400,204.76456,1.1064,NULL,NULL
"AllocatedMethodId-2284","AllocatedResourceId-9204","AllocatedResourceName-6666","{}",725.73879796,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-23T09:00:00Z","2024-09-23T08:00:00Z","Usage","cd-491172","commit-1172",NULL,"Used","Savings Plan",NULL,263.2300000000,"GB",NULL,954.919471,3.6277,725.73879796,"Oracle","INV-202409-28343","Oracle",1072.9518030000002,4.0761,"Committed","USD",263.23,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00be242b2821",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","CFZYY94DAKF51VG7","Oracle Object Storage GB",NULL,"CON4RCER8CLUBNJZ.ETKPY8VY","ocid1.compartment.oc1..prod","production","Tenancy","{""business_unit"": ""ViennaAI""}",NULL,NULL,"Usage-Based","Object Storage",3.6277,725.73879796,4.0761,NULL,NULL
"AllocatedMethodId-4977","AllocatedResourceId-9537","AllocatedResourceName-3778","{}",398.60964901,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Asia Pacific (Sydney)","2024-09-04T06:00:00Z","2024-09-04T05:00:00Z","Usage","cd-386604","commit-6604",NULL,"Used","Savings Plan",NULL,477.4300000000,"Hours",NULL,653.458441,1.3687,398.60964901,"AWS","INV-202409-83339","AWS",947.030148,1.9836,"Committed","USD",477.43,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00e39414e558",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","PEFRJYJYUXGFAT2X","Amazon Elastic Compute Cloud Hours",NULL,"RGIFL129960GBFW9.FUYAS0YF","517389287820","Atlas Nimbus","BillingAccount","{""team"": ""infra"", ""environment"": ""prod""}",NULL,NULL,"Usage-Based","Virtual Machines",1.3687,398.60964901,1.9836,NULL,NULL
"AllocatedMethodId-2211","AllocatedResourceId-8357","AllocatedResourceName-8851","{}",92.39013693,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-13T21:00:00Z","2024-09-13T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.6100000000,"GB",NULL,101.52762299999999,1.2143,92.39013693,"Oracle","INV-202409-59412","Oracle",115.37343899999999,1.3799,"Standard","USD",83.61,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.0078e73bd248",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","V2V1ITUM4ULZUS5P","Oracle Object Storage GB",NULL,"UYRZXHM8L9B3N2SE.05ITPQJ1","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""a.turing"", ""team"": ""platform"", ""environment"": ""dev""}",NULL,"uk-london-1-AD-2","Usage-Based","Object Storage",1.2143,92.39013693,1.3799,NULL,NULL
"AllocatedMethodId-3858","AllocatedResourceId-3623","AllocatedResourceName-6422","{}",1050.38981118,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-24T05:00:00Z","2024-09-24T04:00:00Z","Usage","cd-360289","commit-0289",NULL,"Used","Reserved Instance",NULL,350.8200000000,"Hours",NULL,1082.876094,3.0867,1050.38981118,"Oracle","INV-202409-77632","Oracle",1424.8554299999998,4.0615,"Standard","USD",350.82,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00d6cb329584",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","79O2XZ36JWB4GS0F","Oracle Load Balancer Hours",NULL,"HJWTV3N74W4G22UE.TCHBVGKP","ocid1.compartment.oc1..dev","development","Tenancy","{""owner"": ""a.turing"", ""team"": ""platform"", ""business_unit"": ""ViennaAI""}",NULL,"us-ashburn-1-AD-1","Usage-Based","Application Networking",3.0867,1050.38981118,4.0615,NULL,NULL
"AllocatedMethodId-1878","AllocatedResourceId-6882","AllocatedResourceName-1157","{}",16.10326496,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-27T21:00:00Z","2024-09-27T20:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,216.0700000000,"Invocations",NULL,23.681272,0.1096,16.10326496,"Oracle","INV-202409-91187","Oracle",31.567827,0.1461,"Other","USD",216.07,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.0034bd98ee46",NULL,"Function","Compute","Oracle Functions","Oracle","Q57UYZHWW3LTFIUH","Oracle Functions Invocations",NULL,"PTHLXJ6Y0IY1L58L.9K5SILU2","ocid1.compartment.oc1..dev","development","Tenancy","{""environment"": ""prod"", ""owner"": ""a.lovelace"", ""business_unit"": ""MarseilleSRE""}",NULL,"us-ashburn-1-AD-1","Usage-Based","Serverless Compute",0.1096,16.10326496,0.1461,NULL,NULL
"AllocatedMethodId-3396","AllocatedResourceId-6277","AllocatedResourceName-5055","{}",375.653808,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in US East (Ashburn)","2024-09-25T00:00:00Z","2024-09-24T23:00:00Z","Spend","cd-132359","commit-2359",NULL,"Used","Savings Plan",NULL,342.3500000000,"GB",NULL,469.56726000000003,1.3716,375.653808,"Oracle","INV-202409-42725","Oracle",711.47177,2.0782,"Dynamic","USD",342.35,"GB","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00220a33a659",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","28N1GPTC2QWF2HPN","Oracle Object Storage GB",NULL,"W1KINNDW8R8KUSSR.6GI0DRII","ocid1.compartment.oc1..dev","development","Tenancy","{""business_unit"": ""LisbonOps"", ""environment"": ""prod"", ""team"": ""platform""}",NULL,"uk-london-1-AD-2","Usage-Based","Object Storage",1.3716,375.653808,2.0782,NULL,NULL
"AllocatedMethodId-7493","AllocatedResourceId-6005","AllocatedResourceName-4836","{}",1084.13459532,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-27T19:00:00Z","2024-09-27T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,316.8200000000,"Invocations",NULL,1338.4377719999998,4.2246,1084.13459532,"Oracle","INV-202409-16787","Oracle",1394.1980919999999,4.4006,"Standard","USD",316.82,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.00d32156dd35",NULL,"Function","Compute","Oracle Functions","Oracle","F3WE8ZN1N5RUSV9I","Oracle Functions Invocations",NULL,"5VDCG3BHK23A1MIT.KRFXQFXK","ocid1.compartment.oc1..dev","development","Tenancy","{""team"": ""growth"", ""owner"": ""a.lovelace""}",NULL,NULL,"Usage-Based","Serverless Compute",4.2246,1084.13459532,4.4006,NULL,NULL
"AllocatedMethodId-5942","AllocatedResourceId-4366","AllocatedResourceName-9482","{}",379.3258992,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Compute Instance in Australia East (Sydney)","2024-09-01T02:00:00Z","2024-09-01T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,296.8400000000,"Hours",NULL,632.2098319999999,2.1298,379.3258992,"Oracle","INV-202409-13515","Oracle",770.982532,2.5973,"Standard","USD",296.84,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0038fa22ec0d",NULL,"Instance","Compute","Oracle Compute","Oracle","4EOYFGGUXTIYIJE7","Oracle Compute Hours",NULL,"AK2WNJ02NFGIHYW1.UIPRFP9S","ocid1.compartment.oc1..prod","production","Tenancy",NULL,NULL,NULL,"Usage-Based","Virtual Machines",2.1298,379.3258992,2.5973,NULL,NULL
"AllocatedMethodId-1901","AllocatedResourceId-6067","AllocatedResourceName-3877","{}",93.743958,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in UK South","2024-09-28T14:00:00Z","2024-09-28T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,247.4500000000,"Hours",NULL,111.59994999999999,0.4510,93.743958,"Microsoft","INV-202409-90254","Microsoft",139.51230999999999,0.5638,"Standard","USD",247.45,"Hours","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-564/providers/Microsoft.Compute/virtualMachines/vm-1014",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","4EBEAQNCDZ6S601Z","Azure Load Balancer Hours",NULL,"F88JRFTF6NJ8UZET.1PDPF1H3","sub-2b7c","Staging","BillingProfile","{""business_unit"": ""LisbonOps"", ""environment"": ""qa""}",NULL,"uksouth-1","Usage-Based","Application Networking",0.4510,93.743958,0.5638,NULL,NULL
